"commodity_code","comprogram_code","comtype_code","commodity_desc","uom_code","id","lot_no"
"039001005799","039001","039001","COTIMOXAZOLE 800MG TABLET","TABLET","005799","Y"
"039001005800","039001","039001","COTRIMOXAZOLE 400MG TABLET","TABLET","005800","Y"
"039001005801","039001","039001","CIPROFLOXACIN 500MG TABLET","TABLET","005801","Y"
"039001005802","039001","039001","CLOXACILLIN 500MG CAPSULE","CAPSULE","005802","Y"
"039001005804","039001","039001","Ascorbic Acid syrup 60 ml",,"005804","Y"
"039001005805","039001","039001","Cefalexin drops",,"005805","Y"
"039001005806","039001","039001","Cefalexin suspension",,"005806","Y"
"039001005807","039001","039001","Cetirizine drops",,"005807","Y"
"039001005808","039001","039001","Cetirizine syrup 60 ml",,"005808","Y"
"039001005809","039001","039001","Cetirizine tablet",,"005809","Y"
"039001005810","039001","039001","Cloxacillin 250mg/ 5ml suspension 60ml ",,"005810","Y"
"039001005811","039001","039001","Cloxacillin 500mg capsule",,"005811","Y"
"039001005812","039001","039001","Ipratropium + Salbutamol nebule",,"005812","Y"
"039001005813","039001","039001","Losartan 50mg tablet",,"005813","Y"
"039001005814","039001","039001","Mefenamic Acid 500mg tablet",,"005814","Y"
"039001005815","039001","039001","Metformin 500mg tablet",,"005815","Y"
"039001005816","039001","039001","Metoprolol 50mg tablet",,"005816","Y"
"039001005817","039001","039001","Metronidazole 125mg suspension 60ml",,"005817","Y"
"039001005818","039001","039001","Metronidazole 500mg tablet",,"005818","Y"
"039001005819","039001","039001","Multivitamins syrup 60ml",,"005819","Y"
"039001005820","039001","039001","Multivitamins capsule",,"005820","Y"
"039001005821","039001","039001","Omeprazole 20mg capsule",,"005821","Y"
"039001005822","039001","039001","ORS Sachet",,"005822","Y"
"039001005823","039001","039001","Paracetamol drops",,"005823","Y"
"039001005824","039001","039001","Paracetamol 250mg syrup 60ml",,"005824","Y"
"039001005825","039001","039001","COTRIMOXAZOLE 200MG/40MG/ML","BOTTLE","005825","Y"
"039001005826","039001","039001","Paracetamol 500mg tablet",,"005826","Y"
"039001005827","039001","039001","Phenylpropanolamine drops",,"005827","Y"
"039001005828","039001","039001","Phenylpropanolamine syrup 60ml",,"005828","Y"
"039001005830","039001","039001","Salbutamol tablet",,"005830","Y"
"039001005831","039001","039001","Salbutamol 2mg tablet",,"005831","Y"
"039001005835","039001","039001","MULTIVITAMINS DROPS","BOTTLE","005835","Y"
"039001005836","039001","039001","CEFALEXIN 250MG/ML","BOTTLE","005836","Y"
"039001005837","039001","039001","Simvastatin 20mg tablet",,"005837","Y"
"039001005838","039001","039001","Phenylpropanolamine+CPM+Para tablet",,"005838","Y"
"039001005839","039001","039001","Tranexamic Acid 500mg capsule",,"005839","Y"
"039001005840","039001","039001","Vitamin B complex tablet",,"005840","Y"
"039001005841","039001","039001","Cinnarizine 25mg tablet",,"005841","Y"
"039001005858","039001","039001",,,"005858","Y"
"039001005859","039001","039001",,,"005859","Y"
"039001005860","039001","039001",,,"005860","Y"
"039001005861","039001","039001",,,"005861","Y"
"039001005862","039001","039001",,,"005862","Y"
"039001005863","039001","039001",,,"005863","Y"
"039001005878","039001","039001",,,"005878","Y"
"039001005879","039001","039001",,,"005879","Y"
"039001005880","039001","039001",,,"005880","Y"
"039001005891","039001","039001","Metoclopramide 5mg/60ml",,"005891","Y"
"039001005892","039001","039001",,,"005892","Y"
"039001005893","039001","039001",,,"005893","Y"
"039001005894","039001","039001",,,"005894","Y"
"039001005895","039001","039001",,,"005895","Y"
"039001005896","039001","039001",,,"005896","Y"
"039001005897","039001","039001",,,"005897","Y"
"039001005898","039001","039001",,,"005898","Y"
"039001005899","039001","039001",,,"005899","Y"
"039001005900","039001","039001",,,"005900","Y"
"039001005901","039001","039001",,,"005901","Y"
"039001005902","039001","039001",,,"005902","Y"
"039001005903","039001","039001",,,"005903","Y"
"039001005904","039001","039001",,,"005904","Y"
"039001005905","039001","039001",,,"005905","Y"
"039001005906","039001","039001",,,"005906","Y"
"039001005907","039001","039001",,,"005907","Y"
"039001005908","039001","039001",,,"005908","Y"
"039001005909","039001","039001",,,"005909","Y"
"039001005910","039001","039001",,,"005910","Y"
"039001005911","039001","039001",,,"005911","Y"
"039001005912","039001","039001",,,"005912","Y"
"039001005913","039001","039001",,,"005913","Y"
"039001005914","039001","039001",,,"005914","Y"
"039001005915","039001","039001",,,"005915","Y"
"039001005916","039001","039001",,,"005916","Y"
"039001005917","039001","039001",,,"005917","Y"
"039001005918","039001","039001",,,"005918","Y"
"039001005919","039001","039001",,,"005919","Y"
"039001005920","039001","039001",,,"005920","Y"
"039001005921","039001","039001",,,"005921","Y"
"039001005949","039001","039001","doxycycline hyclate","box","005949","Y"
"039001005956","039001","039001","ASCORBIC ACID (HavC)","500mg Tablet 100's","005956","Y"
"039001005957","039001","039001","Ascorbic Acid (HavC)","500mg Tablet 100's","005957","Y"
"039001005958","039001","039001","CETIRIZINE HCI (Dialix)","10mg Tablet 100's","005958","Y"
"039001005959","039001","039001","Cetirizine HCI (Dialix)","1mg/ml Oral Solution 60ml","005959","Y"
"039001005960","039001","039001","chlorphenamine Mal. (Allermax)","4mg Tablet 100's","005960","Y"
"039001005961","039001","039001","Chlorphenamine Mal. (Riphen)","2mg/5ml Syrup 60ml.","005961","Y"
"039001005962","039001","039001","CHLORPHENAMINE MAL. (RIPHEN)","2mg/5ml. Syrup 60ml.","005962","Y"
"039001005963","039001","039001","PARACETAMOL (Flugard)","500mg. Tablet 100's","005963","Y"
"039001005964","039001","039001","AMBROXOL HCI (Mucolax)","7.5mg/mL Syrup Oral Drops","005964","Y"
"039001005965","039001","039001","AMBROXOL HCI (Couxin)","30mg/5ml Syrup 60l","005965","Y"
"039001005966","039001","039001","Ambroxol HCI (Saphroxol- T30)","30mg Tablet 100's","005966","Y"
"039001005967","039001","039001","DICYCLOVERINE HCI (Diacel)","10mg Tablet 100's","005967","Y"
"039001005968","039001","039001","LOPERAMIDE","2mg Capsule 100's (SCH)","005968","Y"
"039001005969","039001","039001","Mefenamic Acid (Analmin)","250md Capsule 100's (FL)","005969","Y"
"039001005970","039001","039001","MEFENAMIC ACID (Analmin) ","250mg Capsule 100's (FL)","005970","Y"
"039001005971","039001","039001","METOCLOPRAMIDE HCL (Metoclor)","5mg/mLx2mL Sol'n","005971","Y"
"039001005972","039001","039001","METOCLOPRAMIDE HCL (Metoclor)","5mg/mLx2mL Sol'n","005972","Y"
"039001005974","039001","039001","Multivitamins ","Capsule","005974","Y"
"039001005975","039001","039001","METOCLOPRAMIDE HCl (Motillex)","5mg/5ml Syrup 60ml","005975","Y"
"039001005976","039001","039001","ORS-75 Replacement (Dehydrodol) Oral Solution","25's","005976","Y"
"039001005977","039001","039001","Absorbent Gauze Roil","OS/ 28X24 (Surgitech) 1's","005977","Y"
"039001005978","039001","039001","Absorbent Gauze Roll","OS/28X24 (Surgitech) 1's","005978","Y"
"039001005981","039001","039001","Cefalexin (Diacef)","100mg/ml Powder for Suspension","005981","Y"
"039001005982","039001","039001","CEFIXIME 200MG TAB","TABLET","005982","Y"
"039001005983","039001","039001","LAGUNDI 300MG TAB.","TABLET","005983","Y"
"039001005984","039001","039001","COTRIMOXAZOLE 800/160 MG TAB.","TABLET","005984","Y"
"039001005985","039001","039001","CINNARIZINE 25MG TAB","BOX","005985","Y"
"039001005986","039001","039001","DICLOFENAC NA 50MG TAB","BOX","005986","Y"
"039001005987","039001","039001","LORATADINE 10MG TAB","BOX","005987","Y"
"039001005988","039001","039001","SIMVASTATIN 20MG TAB","BOX","005988","Y"
"039001005989","039001","039001","GLIMEPERIDE 2 MG TAB","BOX","005989","Y"
"039001005990","039001","039001","TRIMETAZIDINE 20MG TAB","BOX","005990","Y"
"039001005991","039001","039001","furosemide 40mg tab","box","005991","Y"
"039001005992","039001","039001","gliclazide 80mg tab","box","005992","Y"
"039001005993","039001","039001","gliclazide 30mg tab","box","005993","Y"
"039001005994","039001","039001","amoxicillin 500mg cap","box","005994","Y"
"039001005995","039001","039001","carbocistein 500mg tab","box","005995","Y"
"039001005996","039001","039001","cloxacillin Na 500mg cap","box","005996","Y"
"039001005997","039001","039001","MEFENAMIC ACID 500MG CAP","BOX","005997","Y"
"039001005998","039001","039001","VITAMIN B COMPLEX","BOX","005998","Y"
"039001005999","039001","039001","RANITIDINE 150MG TAB","BOX","005999","Y"
"039001006000","039001","039001","CETIRIZINE HCL 10MG","BOX","006000","Y"
"039001006001","039001","039001","OFLOXACIN 200MG TAB","BOX","006001","Y"
"039001006002","039001","039001","DICYCLOVERINE 10MG TAB","BOX","006002","Y"
"039001006005","039001","039001","salbutamol 2mg tab","box","006005","Y"
"039001006006","039001","039001","tranexamic acid 500mg caps","box","006006","Y"
"039001006008","039001","039001","MULTIVITAMINS DROPS","BOTTLE","006008","Y"
"039001006009","039001","039001","DEXTROMETHORPHAN HBr (Mucolem)","10mg Tablet 100's","006009","Y"
"039001006010","039001","039001","DEXTROMETHORPHAN HBr (Mucolem)","10mg/5ml Syrup","006010","Y"
"039001006011","039001","039001","DEXTROMETHORPHAN HBr","10mg/5ml Syrup","006011","Y"
"039001006012","039001","039001","MEFENAMIC ACID (Myrefen)","50mg/5ml Susp. 60ml","006012","Y"
"039001006013","039001","039001","VITEX NEGUNDO L. LAGUNDI LEAF (Ofplemed)","300mg","006013","Y"
"039001006014","039001","039001","VITEX NEGUNDO L. LAGUNDI LEAF (Ofplemed)","300mg","006014","Y"
"039001006015","039001","039001","VITEX NEGUNDO L. LAGUNDI LEAF (Ofplemed)","300mg","006015","Y"
"039001006016","039001","039001","VITEX NEGUNDO L. LAGUNDI LEAF (Ofplemed)","300mg","006016","Y"
"039001006017","039001","039001","AMOXICILLIN TRIHYDRATE (eppitrexil)","250mg/5ml Susp.","006017","Y"
"039001006018","039001","039001","BCG Vaccine Freeze Dried Powder for Injection (ID)",,"006018","Y"
"039001006019","039001","039001","Dicycloverine HCI (Diacel)","10mg/5ml Syrup 60ml","006019","Y"
"039001006020","039001","039001","Salbutamol Sulfate (Soluvent)","2.5mg/2.5 Nebule","006020","Y"
"039001006021","039001","039001","COTRIMOXAZOLE (Cotrex)","200mg/40mg/5ml Susp.","006021","Y"
"039001006022","039001","039001",,,"006022","Y"
"039001006023","039001","039001","Nifedipine (Nicardia)","5mg Softgel Capsule 100's","006023","Y"
"039001006024","039001","039001","Salbutamol Sulfate (Avax)","2mg/5ml Syrup 60ml","006024","Y"
"039001006025","039001","039001","Salbutamol syrup 60 ml",,"006025","Y"
"039001006026","039001","039001","Phenylpropanolamine syrup 60 ml",,"006026","Y"
"039001006027","039001","039001","Multivitamins syrup 60 ml",,"006027","Y"
"039001006028","039001","039001","Cetirizine syrup 60 ml",,"006028","Y"
"039001006029","039001","039001","Amoxicillin 250 mg suspension 60 ml",,"006029","Y"
"039001006030","039001","039001","Ascorbic Acid syrup 60 ml",,"006030","Y"
"039001006031","039001","039001","Cefalexin 250 mg suspension 60 ml",,"006031","Y"
"039001006032","039001","039001","Cloxacillin 250 mg suspension 60 ml",,"006032","Y"
"039001006033","039001","039001","Metronidazole suspension 60 ml",,"006033","Y"
"039001006034","039001","039001","Paracetamol 250 mg suspension 60 ml",,"006034","Y"
"039001006038","039001","039001","paracetamol 500 mg","box","006038","Y"
"039001006039","039001","039001","cefalexin 500mg","box","006039","Y"
"039001006040","039001","039001","piracetam 400mg","box","006040","Y"
"039001006047","039001","039001","Salbutamol Sulfate (Avax)","2mg/5ml Syrup 60ml","006047","Y"
"039001006048","039001","039001","Salbutamol+Guiafenesin (Ventobrox)","2mg/100mg","006048","Y"
"039001006049","039001","039001","Vitex Lagundi Leaf","Negacof","006049","Y"
"039001006050","039001","039001","Zinc Sulfate Heptahydrate (Zinc Vita)","Syrup 60 ml","006050","Y"
"039001006051","039001","039001","Chloramphenicol Palmitate (Typheclor)","125mg/5ml","006051","Y"
"039001006052","039001","039001","Ferrous SO4+Foliv Acid (Ameciron)","300mg+250mcg","006052","Y"
"039001006053","039001","039001","Ascorbic Acid (Myrevit-C)","100mg/5ml Syrup 60ml","006053","Y"
"039001006054","039001","039001","Phenylpropanolamine (Sinudrin)","6.25mg Drops","006054","Y"
"039001006055","039001","039001","Cefalexin (Relexin)","250mg/5ml Susp. Drops 5ml","006055","Y"
"039001006056","039001","039001","Paracetamol (Biodol)","100mg/ml Susp. Drops 15ml","006056","Y"
"039001006057","039001","039001","Paracetamol (Biodol)","125mg/5ml Susp. 60ml","006057","Y"
"039001006058","039001","039001","Paracetamol (Biodol)","250mg/5ml Susp. 60ml","006058","Y"
"039001006059","039001","039001","Vitamin B1+B6+B12 (Retabion)","tablet","006059","Y"
"039001006060","039001","039001","Amlodipine Besilate (Philvasc)","5mg Tablet 100's","006060","Y"
"039001006061","039001","039001","Amoxicillin (Amorex)","250mg Tablet 100's","006061","Y"
"039001006062","039001","039001","Amoxicillin (Amorex)","250mg Tablet 100's","006062","Y"
"039001006063","039001","039001","Amoxicillin Trihydrate (Moxylor)","100mg/ml Powder","006063","Y"
"039001006064","039001","039001","Cloxacillin Sodium (Dialox)","250mg/5ml Powder","006064","Y"
"039001006065","039001","039001","Cloxacillin Sodium (Kloxitas)","500mg Capsule","006065","Y"
"039001006066","039001","039001","Omeprazole Ethylsuccinate","200mg/5ml Powder","006066","Y"
"039001006067","039001","039001","Simvastatin (Novovast)","40mg. Tablet","006067","Y"
"039001006068","039001","039001","Diclofenamic Sodium (Clonaren)","50mg EC Tablet","006068","Y"
"039001006070","039001","039001","Lidocaine HCI 2% Sol'n for Injection","20ml","006070","Y"
"039001006071","039001","039001","Multivitamins (multiflex)","Capsule","006071","Y"
"039001006072","039001","039001","Multivitamins (Multiflex)","Drops 15ml","006072","Y"
"039001006073","039001","039001","Multivitamins (Tovit)","Syrup 60ml","006073","Y"
"039001006074","039001","039001","Multivitamins (tovit) Syrup","60ml","006074","Y"
"039001006075","039001","039001","Salbutamol (Beisol)","2ml Tablet","006075","Y"
"039001006084","039001","039001","BETHAMETHASONE","TUBE","006084","Y"
"039001006085","039001","039001","FUSIDIC ACID","TUBE ","006085","Y"
"039001006086","039001","039001","ferrous sulfate with folic acid","bottle","006086","Y"
"039001006087","039001","039001","itraconazole","box","006087","Y"
"039001006089","039001","039001",,,"006089","Y"
"039001006090","039001","039001","Amlodipine",,"006090","Y"
"039001006091","039001","039001","ASCORBIC ACID TAB",,"006091","Y"
"039001006092","039001","039001","Amoxicillin 500mg",,"006092","Y"
"039001006093","039001","039001","Ascorbic Acid  drops 100ml/5ml; 15ml",,"006093","Y"
"039001006094","039001","039001","Calcium +Vitamin D",,"006094","Y"
"039001006095","039001","039001","Cefalexin cap 500mg",,"006095","Y"
"039001006096","039001","039001","Cefalexin drops",,"006096","Y"
"039001006097","039001","039001","Cetirizine drops 1mg/ml",,"006097","Y"
"039001006098","039001","039001","Cetirizine Syr 1mg/ml",,"006098","Y"
"039001006099","039001","039001","Cetirizine tab 10mg",,"006099","Y"
"039001006100","039001","039001","Cetirizine tab 10mg",,"006100","Y"
"039001006101","039001","039001","Cefuroxime 125mg;50ml",,"006101","Y"
"039001006102","039001","039001","Cefuroxime tab 500mg",,"006102","Y"
"039001006103","039001","039001","Celecoxib tab 200mg",,"006103","Y"
"039001006104","039001","039001","Ciprofloxacin 500mg",,"006104","Y"
"039001006105","039001","039001","Clarithromycin 500mg",,"006105","Y"
"039001006106","039001","039001","Clonidine 75mcg",,"006106","Y"
"039001006107","039001","039001","Cloxacillin Susp 125 mg",,"006107","Y"
"039001006108","039001","039001","Cloxacillin 500mg cap",,"006108","Y"
"039001006109","039001","039001","Co-amoxiclav 250mg/5ml",,"006109","Y"
"039001006110","039001","039001","Co-Amoxiclav 625mg",,"006110","Y"
"039001006111","039001","039001","Cotrimoxazole susp. 200mg",,"006111","Y"
"039001006112","039001","039001","Cotrimoxazole tab 400mg",,"006112","Y"
"039001006113","039001","039001","Diphenhydramine 25mg",,"006113","Y"
"039001006115","039001","039001","Ferrous SO4",,"006115","Y"
"039001006116","039001","039001","Hydrocortisone 10% ointment",,"006116","Y"
"039001006117","039001","039001","Lagundi syr 300mg",,"006117","Y"
"039001006118","039001","039001","Lagundi tab 600mg",,"006118","Y"
"039001006119","039001","039001","Loratadine tab 10mg",,"006119","Y"
"039001006120","039001","039001","Losartan tab 50mg",,"006120","Y"
"039001006121","039001","039001","Mefenamic Acid 500mg",,"006121","Y"
"039001006122","039001","039001","Multivitamins cap",,"006122","Y"
"039001006123","039001","039001","Multivitamins drops;15ml",,"006123","Y"
"039001006124","039001","039001","Multivitamins syrup 60ml",,"006124","Y"
"039001006125","039001","039001","Mupirocin 2% 5g",,"006125","Y"
"039001006126","039001","039001","Omeprazole 40mg",,"006126","Y"
"039001006127","039001","039001","Pracetamol 125mg ",,"006127","Y"
"039001006128","039001","039001","Paracetamol 250mg",,"006128","Y"
"039001006129","039001","039001","Diphenhydramine syr 60ml",,"006129","Y"
"039001006130","039001","039001","Paracetamol tab 500mg",,"006130","Y"
"039001006131","039001","039001","Salbutamol Nebule",,"006131","Y"
"039001006132","039001","039001","Salbutamol tab 2mg",,"006132","Y"
"039001006133","039001","039001","Silver Sulfadiazine Ointment 5g",,"006133","Y"
"039001006134","039001","039001","Simvastatin 20mg; ",,"006134","Y"
"039001006135","039001","039001","tranexamic acid 500mg",,"006135","Y"
"039001006136","039001","039001","Vitamin B-Complex",,"006136","Y"
"039001006137","039001","039001","Loratadine syr 5mg",,"006137","Y"
"039001006138","039001","039001","Erythromycin syr",,"006138","Y"
"039001006157","039001","039001",,,"006157","Y"
"039001006158","039001","039001","Calcium Ascorbate 500mg. capsule",,"006158","Y"
"039001006159","039001","039001","Cefalexin 100mg./10ml/Drops",,"006159","Y"
"039001006160","039001","039001","Cefalexin 125mg. Susp. 60ml",,"006160","Y"
"039001006161","039001","039001","Cotrimoxazole 400mg./80mg cap.",,"006161","Y"
"039001006162","039001","039001","Paracetamol Sy.120mg/5ml. 60ml",,"006162","Y"
"039001006163","039001","039001","Paracetamol 100mg/10ml Drops",,"006163","Y"
"039001006164","039001","039001","Salbutamol Nebule",,"006164","Y"
"039001006165","039001","039001","Sodium Ascorbate 100mg/ml Drops. 30ml ",,"006165","Y"
"039001006166","039001","039001","Sodium Ascorbate 250mg./5ml/60ml. Sy.",,"006166","Y"
"039001006167","039001","039001","Sodium Ascorbate 500mg. cap.",,"006167","Y"
"039001006168","039001","039001","Trimetazidine 35mg tab. ",,"006168","Y"
"039001006169","039001","039001","Vitamin B Complex with Iron Cap.",,"006169","Y"
"039001006170","039001","039001","Vitamins + Lysine Syrup 60ml",,"006170","Y"
"039001006171","039001","039001","Cetirizine 5mg/5ml 60ml Syr.",,"006171","Y"
"039001006172","039001","039001","Cetirizine 5mg/5ml 60ml Syr.",,"006172","Y"
"039001006173","039001","039001","Mefenamic 50mg/5ml/60ml susp.",,"006173","Y"
"039001006175","039001","039001",,,"006175","Y"
"039001006176","039001","039001","AMOXICILLIN 500MG",,"006176","Y"
"039001006177","039001","039001","AMOXICILLIN 125MG/ML",,"006177","Y"
"039001006189","039001","039001","Cefalexin 125mg/5ml",,"006189","Y"
"039001006193","039001","039001",,,"006193","Y"
"039001006194","039001","039001","amlodipine 10mg","box","006194","Y"
"039001006195","039001","039001","amoxicillin 125mg","bottle","006195","Y"
"039001006196","039001","039001","amoxicillin 250mg","bottle","006196","Y"
"039001006197","039001","039001","amoxicillin 500mg","box","006197","Y"
"039001006198","039001","039001","amoxicillin drops","bottle","006198","Y"
"039001006199","039001","039001","antacid","box","006199","Y"
"039001006200","039001","039001","ascorbic acid 500mg","box","006200","Y"
"039001006201","039001","039001","ascorbic acid drops","bottle","006201","Y"
"039001006202","039001","039001","aspirin 80mg","box","006202","Y"
"039001006203","039001","039001","cefalexin 250mg","bottle","006203","Y"
"039001006204","039001","039001","cefalexin 500mg","box","006204","Y"
"039001006205","039001","039001","multivitamins syrup","bottle","006205","Y"
"039001006206","039001","039001","multivitamins capsule","box","006206","Y"
"039001006207","039001","039001","cetirizine 10mg","box","006207","Y"
"039001006208","039001","039001","cetirizine 5mg/ml","bottle","006208","Y"
"039001006209","039001","039001","chlorpheniramine maleate 4mg","box","006209","Y"
"039001006210","039001","039001","cinnarizine 25mg","box","006210","Y"
"039001006211","039001","039001","cloxacillin 500mg","box","006211","Y"
"039001006212","039001","039001","cloxacillin 250mg","bottle","006212","Y"
"039001006213","039001","039001","cotrimoxazole 400mg/80mg/5ml","bottle","006213","Y"
"039001006214","039001","039001","cotrimoxazole 400mg","box","006214","Y"
"039001006215","039001","039001","cotrimoxazole 800mg","box","006215","Y"
"039001006216","039001","039001","dicycloverine 10mg","box","006216","Y"
"039001006217","039001","039001","lagundi tablet","box","006217","Y"
"039001006218","039001","039001","ferrous sulfate","box","006218","Y"
"039001006219","039001","039001","ibuprofen 200mg","box","006219","Y"
"039001006220","039001","039001","lagundi syrup","bottle","006220","Y"
"039001006221","039001","039001","losartan 50mg","box","006221","Y"
"039001006222","039001","039001","mefenamic acid 500mg","box","006222","Y"
"039001006223","039001","039001","norfloxacin 400mg","box","006223","Y"
"039001006224","039001","039001","oresol","box","006224","Y"
"039001006225","039001","039001","paracetamol 125mg","bottle","006225","Y"
"039001006226","039001","039001","paracetamol 250mg","bottlre","006226","Y"
"039001006227","039001","039001","paracetamol 500mg","box","006227","Y"
"039001006228","039001","039001","paracetamol drops","bottle","006228","Y"
"039001006229","039001","039001","salbutamol 2mg","box","006229","Y"
"039001006230","039001","039001","salbutamol 2mg/5ml","bottle","006230","Y"
"039001006231","039001","039001","sambong tablet","box","006231","Y"
"039001006232","039001","039001","simvastatin 20mg","box","006232","Y"
"039001006233","039001","039001","zinc silfate drops","bottle","006233","Y"
"039001006234","039001","039001","zinc sulfate syrup, 60ml","bottle","006234","Y"
"039001006235","039001","039001","amlodipine 10mg","box","006235","Y"
"039001006248","039001","039001","DICYCLOVERINE HYDROCHLORIDE 10MG/5ML SYRUP","BOTTLE","006248","Y"
"039001006250","039001","039001","AMLODIPINE","10MG/TAB","006250","Y"
"039001006251","039001","039001","LOSARTAN","50MG/TAB","006251","Y"
"039001006253","039001","039001","METOPROLOL","50MG/TAB","006253","Y"
"039001006254","039001","039001","CO-AMOXICLAV",,"006254","Y"
"039001006255","039001","039001","DIPHENHYDRAMINE HCl 12.5MG/5ML SYRUP","BOTTLE","006255","Y"
"039001006260","039001","039001","Salbutamol 2mg Tablet",,"006260","Y"
"039001006262","039001","039001","ALLOPURINOL TAB","100 mg","006262","Y"
"039001006263","039001","039001","ALUMINUM + MAGNESIUM HYDROXIDE","225/200/5ml SUSP","006263","Y"
"039001006264","039001","039001","AMBROXOL SYRUP","30 mg/ 5ml","006264","Y"
"039001006265","039001","039001","AMBROXOL DROPS","6 mg","006265","Y"
"039001006266","039001","039001","AMLODIPINE TAB","5 mg","006266","Y"
"039001006267","039001","039001","AMOXICILLIN CAP","500 mg","006267","Y"
"039001006268","039001","039001","AMOXICILLIN CAP","250 mg","006268","Y"
"039001006269","039001","039001","AMLODIPINE TAB 10 mg",,"006269","Y"
"039001006270","039001","039001","AMOXICILLIN SUSP 125 mg/ 5ml",,"006270","Y"
"039001006271","039001","039001","AMOXICILLIN SUSP 250 mg/ 5 ml",,"006271","Y"
"039001006272","039001","039001","ASCORBIC ACID TAB 500 mg",,"006272","Y"
"039001006273","039001","039001","ASCORBIC ACID DROPS",,"006273","Y"
"039001006274","039001","039001","ASPIRIN TAB 80 mg",,"006274","Y"
"039001006275","039001","039001","ATROVASTATIN TAB 40 mg",,"006275","Y"
"039001006276","039001","039001","BETAMETHASONE CREAM 0.1% 5 gms",,"006276","Y"
"039001006277","039001","039001","CALCIUM CARBONATE CHEWABLE TAB 500 mg",,"006277","Y"
"039001006278","039001","039001","CAPTOPRIL TAB 25 mg",,"006278","Y"
"039001006279","039001","039001","CARBOCISTEINE CAP 500 mg",,"006279","Y"
"039001006280","039001","039001","CARBOCISTEINE SYRUP 125 mg",,"006280","Y"
"039001006281","039001","039001","CEFALEXIN SUSP 125 mg",,"006281","Y"
"039001006282","039001","039001","CEFALEXINE DROPS",,"006282","Y"
"039001006284","039001","039001","CEFALEXINE CAP 500 mg",,"006284","Y"
"039001006285","039001","039001","CEFALEXINE CAP 250 mg",,"006285","Y"
"039001006286","039001","039001","CEFIXIME CAP 200 mg ",,"006286","Y"
"039001006287","039001","039001","CEFIXIME SUSP 100 mg/ 5 ml",,"006287","Y"
"039001006288","039001","039001","CEFUROXIME 500 mg TAB",,"006288","Y"
"039001006289","039001","039001","CETIRIZINE SYRUP 1 mg/ ml",,"006289","Y"
"039001006290","039001","039001","CETIRIZINE DROPS 2.5 mg ",,"006290","Y"
"039001006291","039001","039001","CHLORAMPHENICOL SUSP 125 mg/ 5 ml",,"006291","Y"
"039001006292","039001","039001","CHLORAMPHENICOL CAP 500 mg",,"006292","Y"
"039001006293","039001","039001","CHLORAMPHENICOL CAP 500 mg",,"006293","Y"
"039001006294","039001","039001","CHLORPHENIRAMINE MALEATE TAB 4 mg",,"006294","Y"
"039001006295","039001","039001","CINNARIZINE TAB 25 mg",,"006295","Y"
"039001006296","039001","039001","CIPROFLOXACINE CAP 500 mg",,"006296","Y"
"039001006297","039001","039001","CLOTRIMAZOLE CREAM 5 mg",,"006297","Y"
"039001006298","039001","039001","CLOXACILLIN CAP 500 mg",,"006298","Y"
"039001006299","039001","039001","CLOXACILLIN SUSP 125 mg/ 5 ml",,"006299","Y"
"039001006300","039001","039001","CO-AMOXICLAV TAB 625 mg",,"006300","Y"
"039001006301","039001","039001","CO-AMOXICLAV SUSP 250 mg/ 5 ml",,"006301","Y"
"039001006302","039001","039001","COLCHICINE TAB 500 mg ",,"006302","Y"
"039001006303","039001","039001","COTRIMOXAZOLE SYRUP 200/40 mg",,"006303","Y"
"039001006304","039001","039001","COTRIMOXAZOLE SYRUP 400/80 mg",,"006304","Y"
"039001006305","039001","039001","COTRIMOXAZOLE 800 mg",,"006305","Y"
"039001006306","039001","039001","COTRIMOXAZOLE TAB 400 mg",,"006306","Y"
"039001006307","039001","039001","DICLOFENAC TAB 50 mg",,"006307","Y"
"039001006308","039001","039001","DICYCLOVERINE TAB 10 mg",,"006308","Y"
"039001006309","039001","039001","DICYCLOVERINE SYRUP 10 mg/ 5 ml",,"006309","Y"
"039001006310","039001","039001","DICYCLOVERINE SYRUP 10 mg",,"006310","Y"
"039001006311","039001","039001","DICYCLOVERINE SYRUP 10 mg",,"006311","Y"
"039001006312","039001","039001","DIPHENHYDRAMINE CAP 50 mg",,"006312","Y"
"039001006313","039001","039001","DIPHENHYDRAMINE SYRUP 12.5 mg/ 5 ml",,"006313","Y"
"039001006314","039001","039001","DOXYCYCLINE CAP 100 mg ",,"006314","Y"
"039001006315","039001","039001","DOXYCYCLINE CAP 100 mg",,"006315","Y"
"039001006316","039001","039001","ERYTHROMYCIN OPTHALMIC OINTMENT0.5%",,"006316","Y"
"039001006317","039001","039001","ERYTHROMYCIN TAB 500 mg  ",,"006317","Y"
"039001006318","039001","039001","ERYTHROMYCIN CAP 250 MG",,"006318","Y"
"039001006319","039001","039001","ERYTHROMYCIN SUSP 200 mg/ 5 ml",,"006319","Y"
"039001006320","039001","039001","IBUPROFEN TAB 200 mg ",,"006320","Y"
"039001006321","039001","039001","IRON SYRUP ",,"006321","Y"
"039001006322","039001","039001","LAGUNDI TAB 600 mg",,"006322","Y"
"039001006323","039001","039001","LAGUNDI TAB 300 mg",,"006323","Y"
"039001006324","039001","039001","LAGUNDI SYRUP",,"006324","Y"
"039001006325","039001","039001","LORATADINE TAB","10","006325","Y"
"039001006326","039001","039001","LOSARTAN TAB 50 mg",,"006326","Y"
