"hprodid","Drug_Code","hprodname","Drug_Name","brandname","brandcode","genname","gencode","rtedesc","rtecode","formdesc","formcode","stredesc","strecode","edl","pndf_classification","sales_category","expiry_date","issue_date","status","inc","pprice","sprice","reorder","cprno","packcode","packdesc","altcode","oldcode","mdrprice","mdrp_dateasof","price_indicator","seq_no","manu_name"
"METFO850MGTAB2402367008144","METFOTAB24850MG","Metformin , 850 mg , Tablet Film Coated , GLUCOPHAGE","Metformin  TABLET FILM COATED  850 mg","Glucophage","G0048","Metformin","METFO","","","TABLET FILM COATED","TAB24","850 mg","850MG","Y","","","4/2/2012","11/9/2006","I","0","0","0","0","DR-XY32220","02367","Strip foil x 4's (Box of 100's)","","","0","0/0/0","","","P.T. Merck Tbk"
"METFO850MGTAB24FS153001603","METFOTAB24850MG","Metformin , 850 mg , Tablet Film Coated , CHINOIN PHARMACEUTICAL AND CHEMICAL WORKS LTD.","Metformin  Tablet Film Coated  850 mg","","","Metformin","METFO","","","Tablet Film Coated","TAB24","850 mg","850MG","","","","26/12/2012","24/3/2008","","0","0","0","0","DR-XY34091","FS153","Foil strip by 15 (Box of 30s)","","","0","0/0/0","","001603","Chinoin Pharmaceutical and Chemical Works Ltd."
"METFO850MGTAB24FS156001604","METFOTAB24850MG","Metformin , 850 mg , Tablet Film Coated , CHINOIN PHARMACEUTICAL AND CHEMICAL WORKS LTD.","Metformin  Tablet Film Coated  850 mg","","","Metformin","METFO","","","Tablet Film Coated","TAB24","850 mg","850MG","","","","26/12/2012","24/3/2008","","0","0","0","0","DR-XY34091","FS156","Foil strip by 15 (Box of 60s)","","","0","0/0/0","","001604","Chinoin Pharmaceutical and Chemical Works Ltd."
"METFO850MGTAB24FS15X001605","METFOTAB24850MG","Metformin , 850 mg , Tablet Film Coated , CHINOIN PHARMACEUTICAL AND CHEMICAL WORKS LTD.","Metformin  Tablet Film Coated  850 mg","","","Metformin","METFO","","","Tablet Film Coated","TAB24","850 mg","850MG","","","","26/12/2012","26/12/2007","","0","0","0","0","DR-XY34091","FS15X","Foil strip by 15s","","","0","0/0/0","","001605","Chinoin Pharmaceutical and Chemical Works Ltd."
"METFO850MGTAB4900242010993","METFOTAB49850MG","Metformin , 850 mg , Tablet , DIACTIPEN","Metformin  TABLET  850 mg","Diactipen","D2048","Metformin","METFO","","","TABLET","TAB49","850 mg","850MG","Y","","","1/8/2011","18/8/2009","R","0","0","0","0","DRP-1387","00242","10 Tablets/Blister pack (Box of 60's)","","","0","0/0/0","","","Interphil Labs., Inc"
"METFO850MGTAB4901915007605","METFOTAB49850MG","Metformin , 850 mg , Tablet , HUMAMET","Metformin  TABLET  850 mg","Humamet","H0037","Metformin","METFO","","","TABLET","TAB49","850 mg","850MG","Y","","","14/1/2014","4/11/2008","R","0","0","0","0","DRP-1135","01915","Clear PVC/Aluminum blister strip 3 x 10's (Box of 30's)","","","0","0/0/0","","","Hizon Labs Inc"
"METFO850MGTAB4901916007606","METFOTAB49850MG","Metformin , 850 mg , Tablet , HUMAMET","Metformin  TABLET  850 mg","Humamet","H0037","Metformin","METFO","","","TABLET","TAB49","850 mg","850MG","Y","","","14/1/2014","4/11/2008","R","0","0","0","0","DRP-1135","01916","Clear PVC/Aluminum blister strip 6 x 10's (Box of 60's)","","","0","0/0/0","","","Hizon Labs Inc"
"METFO850MGTAB4902279008063","METFOTAB49850MG","Metformin , 850 mg , Tablet , FORMOXOL","Metformin  TABLET  850 mg","Formoxol","F2154","Metformin","METFO","","","TABLET","TAB49","850 mg","850MG","Y","","","27/6/2013","6/2/2009","I","0","0","0","0","DRP-1135-01","02279","PVC/Alu blister, 15 tablets per strip","","","0","0/0/0","","","Hizon"
"METFO850MGTAB49B1050001595","METFOTAB49850MG","Metformin , 850 mg , Tablet , GLUCOTIN","Metformin  Tablet  850 mg","Glucotin","G0054","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","21/2/2011","21/2/2006","","0","0","0","0","DR-XY31510","B1050","Blister pack of 10s (Box of 50s)","","","0","0/0/0","","001595",""
"METFO850MGTAB49B10SH001594","METFOTAB49850MG","Metformin , 850 mg , Tablet , GLUCOTIN","Metformin  Tablet  850 mg","Glucotin","G0054","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","21/2/2011","21/2/2006","","0","0","0","0","DR-XY31510","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","001594",""
"METFO850MGTAB49B10SH001596","METFOTAB49850MG","Metformin , 850 mg , Tablet , GLYFORMIN","Metformin  Tablet  850 mg","Glyformin","G0061","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","14/12/2009","12/9/2005","","0","0","0","0","DR-XY25761","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","001596",""
"METFO850MGTAB49B10SH001602","METFOTAB49850MG","Metformin , 850 mg , Tablet , PASCUAL LAB. INC.","Metformin  Tablet  850 mg","","","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","30/1/2014","30/1/2009","","0","0","0","0","DR-XY35365","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","001602","Pascual Lab. Inc."
"METFO850MGTAB49BFTCX001599","METFOTAB49850MG","Metformin , 850 mg , Tablet , FORNIDD","Metformin  Tablet  850 mg","Fornidd","F0066","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","27/6/2013","6/2/2009","","0","0","0","0","DRP-1135-01","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","001599",""
"METFO850MGTAB49BFTCX001601","METFOTAB49850MG","Metformin , 850 mg , Tablet , METANORM","Metformin  Tablet  850 mg","Metanorm","M0077","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","17/5/2010","17/5/2005","","0","0","0","0","DR-XY30765","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","001601",""
"METFO850MGTAB49BP100004228","METFOTAB49850MG","Metformin , 850 mg , Tablet , GLUCOPRES","Metformin  TABLET  850 mg","Glucopres","G0051","Metformin","METFO","","","TABLET","TAB49","850 mg","850MG","Y","","","7/6/2012","21/2/2006","I","0","0","0","0","DR-XY31510","BP100","Blister pack x 100","","","0","0/0/0","","","Lloyd Laboratories Inc."
"METFO850MGTAB49BP60X001600","METFOTAB49850MG","Metformin , 850 mg , Tablet , HUMANET","Metformin  Tablet  850 mg","Humanet","H0037","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","27/6/2013","7/5/2008","","0","0","0","0","DR-XY28729","BP60X","Blister pack X 60","","","0","0/0/0","","001600",""
"METFO850MGTAB49BPXXX001598","METFOTAB49850MG","Metformin , 850 mg , Tablet , DIAFAT","Metformin  Tablet  850 mg","Diafat","D0036","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","22/6/2010","18/8/2009","","0","0","0","0","DR-XY25340","BPXXX","Blister pack","","","0","0/0/0","","001598",""
"METFO850MGTAB49FS4CX001597","METFOTAB49850MG","Metformin , 850 mg , Tablet , AMHERST LAB. INC.","Metformin  Tablet  850 mg","","","Metformin","METFO","","","Tablet","TAB49","850 mg","850MG","","","","17/9/2009","17/9/2007","","0","0","0","0","DR-XY27416","FS4CX","Foil Strip by 4's (Box of 100's)","","","0","0/0/0","","001597","Amherst Lab. Inc."
"METH350MG2SOL4402797011858","METH3SOL4450MG2","Methotrexate (As Sodium) , 50 mg/2 mL , Solution For Injection (Im/Iv/Intrathecal) , EMTHEXATE , Clear Colorless Vial of 2 mL","Methotrexate (as Sodium)  SOLUTION FOR INJECTION (IM/IV/INTRATHECAL)  50 mg/2 mL","Emthexate","E2147","Methotrexate (as Sodium)","METH3","","","SOLUTION FOR INJECTION (IM/IV/INTRATHECAL)","SOL44","50 mg/2 mL","50MG2","Y","","","0/0/0","9/0/2039","AR","0","0","0","0","DR-XY20845","02797","Clear Colorless Vial of 2 mL","","","0","0/0/0","","","New Marketlink Pharmaceutical Corp."
"METHI5MGXXTAB4902103010995","METHITAB495MGXX","Methimazole , 5 mg , Tablet , DRUGMAKER'S LABS INC","Methimazole  TABLET  5 mg","","","Methimazole","METHI","","","TABLET","TAB49","5 mg","5MGXX","Y","","","14/3/2012","24/2/2009","I","0","0","0","0","DR-XY35506","02103","Glass bottle x PP cap x 100's","","","0","0/0/0","","","Drugmaker's Labs Inc"
"METHO100GLSOL1400561005903","METHOSOL14100GL","Methotrexate , 100 mg/mL , Solution For Injection , DYZOLOR , 2 mL vial","Methotrexate  SOLUTION FOR INJECTION  100 mg/mL","Dyzolor","D0122","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","100 mg/mL","100GL","N","","","10/6/2012","9/7/2009","R","0","0","0","0","DR-XY28526","00561","2 mL vial","","","0","0/0/0","","","Ebewe Pharma G.m.b.H. Nfg. KG"
"METHO100GLSOL1400625010997","METHOSOL14100GL","Methotrexate , 100 mg/mL , Solution For Injection , MAYNE PHARMA , 20 mL USP Type I clear glass vial (Box of 10's)","Methotrexate  SOLUTION FOR INJECTION  100 mg/mL","","","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","100 mg/mL","100GL","N","","","18/1/2012","18/1/2007","I","0","0","0","0","DR-XY32859","00625","20 mL USP Type I clear glass vial (Box of 10's)","","","0","0/0/0","","","Mayne Pharma"
"METHO10MGMSOL1400511005867","METHOSOL1410MGM","Methotrexate , 10 mg/mL , Solution For Injection , METHERGIN , 2 mL Type I Clear and Colorless Glass Vial (Box of 5's)","Methotrexate  SOLUTION FOR INJECTION  10 mg/mL","Methergin","M0079","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","10 mg/mL","10MGM","N","","","3/8/2010","21/7/2008","R","0","0","0","0","DR-XY28525","00511","2 mL Type I Clear and Colorless Glass Vial (Box of 5's)","","","0","0/0/0","","","Ebewe Pharma GmbH Nfg KG"
"METHO250MXTAB49001606","METHOTAB49250MX","Methotrexate , 250 mg/125 mg , Tablet , HEXTRATE","Methotrexate  Tablet  250 mg/125 mg","Hextrate","H0022","Methotrexate","METHO","","","Tablet","TAB49","250 mg/125 mg","250MX","","","","23/10/2010","13/2/2006","","0","0","0","0","DR-XY29096","01670","Blister pack x 12's (Box of 120's)","","","0","0/0/0","","001606",""
"METHO250MXTAB49FS880001607","METHOTAB49250MX","Methotrexate , 250 mg/125 mg , Tablet , HEXTRATE","Methotrexate  Tablet  250 mg/125 mg","Hextrate","H0022","Methotrexate","METHO","","","Tablet","TAB49","250 mg/125 mg","250MX","","","","31/3/2008","31/3/2003","","0","0","0","0","DR-XY28465","FS880","Foil strip by 8s (Box of 80s)","","","0","0/0/0","","001607",""
"METHO250MXTAB49PVCAL001608","METHOTAB49250MX","Methotrexate , 250 mg/125 mg , Tablet , ZENATE","Methotrexate  Tablet  250 mg/125 mg","Zenate","Z0098","Methotrexate","METHO","","","Tablet","TAB49","250 mg/125 mg","250MX","","","","21/6/2012","21/6/2007","","0","0","0","0","DR-XY33516","PVCAL","PVC/Alu blister","","","0","0/0/0","","001608",""
"METHO25MGMSOL1400174010996","METHOSOL1425MGM","Methotrexate , 25 mg/mL , Solution For Injection , MAYNE PHARMA , 10 mL Clear & Colorless Glass Vial","Methotrexate  SOLUTION FOR INJECTION  25 mg/mL","","","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","25 mg/mL","25MGM","N","","","28/10/2012","18/1/2007","I","0","0","0","0","DR-XY32858","00174","10 mL Clear & Colorless Glass Vial","","","0","0/0/0","","","Mayne Pharma"
"METHO25MGMSOL1401867007548","METH3SOL4425MGM","Methotrexate , 25 mg/mL , Solution For Injection , ZEXATE , Clear colorless vial","Methotrexate (as Sodium)  SOLUTION FOR INJECTION (IM/IV/INTRATHECAL)  25 mg/mL","Zexate","Z0050","Methotrexate (as Sodium)","METH3","","","SOLUTION FOR INJECTION (IM/IV/INTRATHECAL)","SOL44","25 mg/mL","25MGM","Y","","","23/9/2014","9/11/2009","R","0","0","0","0","DR-XY25516","2MLVI","2 mL vial","","","0","0/0/0","","","Fresenius Kabi Oncology Ltd"
"METHO25MGMSOL1402662011812","METHOSOL1425MGM","Methotrexate , 25 mg/mL , Solution For Injection , ALLTREX , 3 mL Flint USP Type I Glass Vial x 1","Methotrexate  SOLUTION FOR INJECTION  25 mg/mL","Alltrex","A1734","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","25 mg/mL","25MGM","Y","","","8/8/2041","0/0/0","I","0","0","0","0","DR-XY38137","02662","3 mL Flint USP Type I Glass Vial x 1","","","0","0/0/0","","","Naprod Life Sciences Pvt. Ltd."
"METHO25MGMSOL1402906011816","METHOSOL1425MGM","Methotrexate , 25 mg/mL , Solution For Injection , GENTREXATE , USP Type I Clear Glass Vial in 2 mL (Box of 1 Vial)","Methotrexate  SOLUTION FOR INJECTION  25 mg/mL","Gentrexate","G2080","Methotrexate","METHO","","","SOLUTION FOR INJECTION","SOL14","25 mg/mL","25MGM","Y","","","0/0/0","0/0/0","I","0","0","0","0","DR-XY34400","02906","USP Type I Clear Glass Vial in 2 mL (Box of 1 Vial)","","","0","0/0/0","","","MacMohan Pharma Limited"
"METHO25PGMTAB4901333011973","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet , MERXATE","Methotrexate  TABLET  2.5 mg","Merxate","M1650","Methotrexate","METHO","","","TABLET","TAB49","2.5 mg","25PGM","Y","","","28/10/2012","28/10/2009","I","0","0","0","0","DR-XY36893","01333","Alu/Clear PVC Blister Pack by 10's (Box of 100's)","","","0","0/0/0","","","Furen Pharmaceutical Group Co., Ltd."
"METHO25PGMTAB4901333011974","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet , MERXATE","Methotrexate  TABLET  2.5 mg","Merxate","M1650","Methotrexate","METHO","","","TABLET","TAB49","2.5 mg","25PGM","Y","","","28/10/2012","28/10/2009","I","0","0","0","0","DR-XY36893","01333","Alu/Clear PVC Blister Pack by 10's (Box of 100's)","","","0","0/0/0","","","Furen Pharmaceutical Group Co., Ltd.,"
"METHO25PGMTAB4901336006772","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet , EMPYSOL","Methotrexate  TABLET  2.5 mg","Empysol","E0024","Methotrexate","METHO","","","TABLET","TAB49","2.5 mg","25PGM","Y","","","17/3/2013","10/12/2007","AR","0","0","0","0","DR-XY5142","01336","Alu/Clear PVC Blister pack x 10's (Box of 100's)","","","0","0/0/0","","","Pharmachemie"
"METHO25PGMTAB4901666011993","METHOTAB4925PGM","Methotrexate , 2.5 mg  , Tablet , PTERIN","Methotrexate  TABLET  2.5 mg ","Pterin","P0138","Methotrexate","METHO","","","TABLET","TAB49","2.5 mg ","25PGM","Y","","","0/0/0","0/0/0","R","0","0","0","0","DR-XY28935","01666","Blister Pack x 10's (100 Tablets/box)","","","0","0/0/0","","","Korea United Pharm. Inc."
"METHO25PGMTAB4902192012060","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet  , EMTHEXATE","Methotrexate  TABLET   2.5 mg","Emthexate","E2147","Methotrexate","METHO","","","TABLET ","TAB49","2.5 mg","25PGM","Y","","","0/0/0","0/0/0","AR","0","0","0","0","DR-XY5142","02192","Plastic Bottle x 100's","","","0","0/0/0","","","New Marketlink Pharmaceutical Corp."
"METHO25PGMTAB4902193012061","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet  , EMTHEXATE","Methotrexate  TABLET   2.5 mg","Emthexate","E2147","Methotrexate","METHO","","","TABLET ","TAB49","2.5 mg","25PGM","Y","","","0/0/0","0/0/0","AR","0","0","0","0","DR-XY5142","02193","Plastic Bottle x 30's","","","0","0/0/0","","","New Marketlink Pharmaceutical Corp."
"METHO25PGMTAB4902765011992","METHOTAB4925PGM","Methotrexate , 2.5 mg , Tablet , PTERIN","Methotrexate  TABLET  2.5 mg","Pterin","P0138","Methotrexate","METHO","","","TABLET","TAB49","2.5 mg","25PGM","Y","","","16/9/2013","8/10/2008","R","0","0","0","0","DR-XY28935","02765","Blister Pack x 10's (100 Tablets/Box)","","","0","0/0/0","","","Korea United Pharma. Inc"
"METHO50MGXPOW10BP10X005075","METHOPOW1050MGX","Methotrexate , 50 mg , Powder For Injection Solution Lyophilized , LABORATORIOS FILAXIS S.A. - ARGENTINA","Methotrexate  POWDER FOR INJECTION SOLUTION LYOPHILIZED  50 mg","","","Methotrexate","METHO","","","POWDER FOR INJECTION SOLUTION LYOPHILIZED","POW10","50 mg","50MGX","N","","","29/5/2012","24/11/2005","I","0","0","0","0","DR-XY31289","BP10X","Blister pack x 10","","","0","0/0/0","","","Laboratorios Filaxis S.A. - Argentina"
"METHY125GMTAB49BP351004908","METHYTAB49125GM","Methyldopa , 125 mg , Tablet , DRUGMAKERS","Methyldopa  TABLET  125 mg","","","Methyldopa","METHY","","","TABLET","TAB49","125 mg","125GM","Y","","","27/2/2012","15/1/2008","R","0","0","0","0","DR-XY22601","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Drugmakers"
"METHY250MGTAB2401372006839","METHYTAB24250MG","Methyldopa , 250 mg , Tablet Film Coated , DONNALIX","Methyldopa  TABLET FILM COATED  250 mg","Donnalix","D2113","Methyldopa","METHY","","","TABLET FILM COATED","TAB24","250 mg","250MG","Y","","","7/12/2011","25/9/2006","I","0","0","0","0","DR-XY32301","01372","Alu/PVC Blister pack x 10's (Box x 100's)","","","0","0/0/0","","","Lloyd Labs"
"METHY250MGTAB49B10SH004909","METHYTAB49250MG","Methyldopa , 250 mg , Tablet , S KANT HEALTHCARE LTD","Methyldopa  TABLET  250 mg","","","Methyldopa","METHY","","","TABLET","TAB49","250 mg","250MG","Y","","","25/9/2011","18/12/2009","I","0","0","0","0","DR-XY37223","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","S Kant Healthcare Ltd"
"METOC10MGLSOL372MLAM002376","METOCSOL3710MGL","Metoclopramide , 10 mg/2mL , Solution For Injection (Im/Iv/Sc) , VITAMET , 2 mL ampul","Metoclopramide  Solution for Injection (IM/IV/SC)  10 mg/2mL","Vitamet","V0060","Metoclopramide","METOC",,,"Solution for Injection (IM/IV/SC)","SOL37","10 mg/2mL","10MGL","Y",,,"13/5/2014","13/5/2009",,,,"420",,,"2MLAM","2 mL ampul",,,"0",,"","002376",
"METOC10MGXTAB49B10SH004910","METOCTAB4910MGX","Metoclopramide , 10 mg , Tablet , SCHEELE","Metoclopramide  TABLET  10 mg","","","Metoclopramide","METOC","","","TABLET","TAB49","10 mg","10MGX","Y","","","21/6/2011","31/8/2006","I","0","0","0","0","DRP-024-01","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Scheele"
"METOC10MGXTAB49BP20H002863","METOCTAB4910MGX","Metoclopramide , 10 mg , Tablet , RAFROMIDE","Metoclopramide  TABLET  10 mg","Rafromide","R0006","Metoclopramide","METOC","","","TABLET","TAB49","10 mg","10MGX","Y","","","10/2/2013","31/1/2008","AR","0","0","0","0","DR-XY28208","BP20H","Blister pack of 20s (Box of 100s)","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"METOC10MGXTAB49BP351002759","METOCTAB4910MGX","Metoclopramide , 10 mg , Tablet , PARVID","Metoclopramide  TABLET  10 mg","Parvid","P0023","Metoclopramide","METOC","","","TABLET","TAB49","10 mg","10MGX","Y","","","15/1/2013","9/8/2007","AR","0","0","0","0","DR-XY27947","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Flamingo"
"METOC5MG5MSYRUP00474011004","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , SCHEELE , 2 mL Ampul x 10's","Metoclopramide  SYRUP  5 mg/5mL","","","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","13/12/2011","13/11/2006","I","0","0","0","0","DR-XY32531","00474","2 mL Ampul x 10's","","","0","0/0/0","","","Scheele"
"METOC5MG5MSYRUP00509005866","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , DISUDRIN , 2 mL Type I Amber glass ampul (Box of 10's)","Metoclopramide  SYRUP  5 mg/5mL","Disudrin","D2085","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","25/9/2010","31/7/2009","R","0","0","0","0","DRP-1569","00509","2 mL Type I Amber glass ampul (Box of 10's)","","","0","0/0/0","","","Lloyd Labs., Inc"
"METOC5MG5MSYRUP02479011015","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , CLOTTINEX , USP Type I amber ampul","Metoclopramide  SYRUP  5 mg/5mL","Clottinex","C2088","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","N","","","3/12/2012","5/12/2007","R","0","0","0","0","DR-XY18091","02479","USP Type I amber ampul","","","0","0/0/0","","","San Marino"
"METOC5MG5MSYRUP02528008291","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , DISUDRIN SYRUP , USP Type II glass ampul (Box of 10's)","Metoclopramide  SYRUP  5 mg/5mL","Disudrin Syrup","D2086","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","28/4/2014","6/3/2008","R","0","0","0","0","DR-XY28337","02528","USP Type II glass ampul (Box of 10's)","","","0","0/0/0","","","Lloyd Labs"
"METOC5MG5MSYRUP02529008292","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , DISUDRIN SYRUP , USP Type II glass ampul (Box of 50's)","Metoclopramide  SYRUP  5 mg/5mL","Disudrin Syrup","D2086","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","28/4/2014","6/3/2008","R","0","0","0","0","DR-XY28337","02529","USP Type II glass ampul (Box of 50's)","","","0","0/0/0","","","Lloyd Labs"
"METOC5MG5MSYRUP2MLAM004911","METOCSYRUP5MG5M","Metoclopramide , 5 mg/5mL , Syrup , DRUGMAKERS LABORATORIES INC. , 2 mL ampul","Metoclopramide  SYRUP  5 mg/5mL","","","Metoclopramide","METOC","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","29/5/2011","3/10/2008","R","0","0","0","0","DRP-373","2MLAM","2 mL ampul","","","0","0/0/0","","","Drugmakers Laboratories Inc."
"METOC5MGMLINJ1900512005868","METOCINJ195MGML","Metoclopramide , 5 mg/mL , Injection , METOCARE , 2 mL Type I clear glass ampul (Box of 10's)","Metoclopramide  INJECTION  5 mg/mL","Metocare","M0084","Metoclopramide","METOC","","","INJECTION","INJ19","5 mg/mL","5MGML","Y","","","13/11/2011","27/7/2006","I","0","0","0","0","DR-XY32029","00512","2 mL Type I clear glass ampul (Box of 10's)","","","0","0/0/0","","","Siu Guan Chem. Ind. Co. Ltd."
"METOC5MGMLSOL1400457005821","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , METROZOL , 2 mL Amber ampul","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Metrozol","M0107","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","25/4/2012","24/7/2008","I","0","0","0","0","DRP-766-01","00457","2 mL Amber ampul","","","0","0/0/0","","","Yangzhou Kangtai"
"METOC5MGMLSOL1400527011006","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , YANGZHOU KANGTAI , 2 mL Type II glass ampul (Box of 10's)","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","","","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","29/5/2011","28/1/2008","I","0","0","0","0","DRP-766","00527","2 mL Type II glass ampul (Box of 10's)","","","0","0/0/0","","","Yangzhou Kangtai"
"METOC5MGMLSOL1400982006295","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , NATRICIN FORTE , 60 mL Amber bottle","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Natricin Forte","N0007","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","20/7/2014","23/12/2009","R","0","0","0","0","DRP-710","00982","60 mL Amber bottle","","","0","0/0/0","","","TP Drug Labs"
"METOC5MGMLSOL1400982006296","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , VOMETO , 60 mL Amber bottle","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Vometo","V0066","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","9/7/2012","25/9/2007","I","0","0","0","0","DR-XY33838","00982","60 mL Amber bottle","","","0","0/0/0","","","Shijianzhuan Pharmaceutical Group"
"METOC5MGMLSOL1401033011007","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , PASCUAL , 60 mL Boston Round Amber bottle","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","","","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","7/4/2012","18/4/2006","R","0","0","0","0","DR-XY9279","01033","60 mL Boston Round Amber bottle","","","0","0/0/0","","","Pascual"
"METOC5MGMLSOL1402527011014","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , CLOPIGEN , USP Type II glass ampul","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Clopigen","C2082","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","12/8/2014","25/3/2009","I","0","0","0","0","DR-XY35639","02527","USP Type II glass ampul","","","0","0/0/0","","","Deutsche Labs Inc"
"METOC5MGMLSOL14120AM003225","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , VITAMET , 120 mL Amber bottle","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Vitamet","V0060","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","8/7/2012","13/3/2009","I","0","0","0","0","DR-XY35591","120AM","120 mL Amber bottle","","","0","0/0/0","","","Vitrofarma S.A. Under license from : Vitalis S.A.C.I."
"METOC5MGMLSOL1460AMB003226","METOCSOL145MGML","Metoclopramide , 5 mg/mL , Solution For Injection , VITAMET , 60 mL Amber bottle","Metoclopramide  SOLUTION FOR INJECTION  5 mg/mL","Vitamet","V0060","Metoclopramide","METOC","","","SOLUTION FOR INJECTION","SOL14","5 mg/mL","5MGML","Y","","","8/7/2012","13/3/2009","I","0","0","0","0","DR-XY35591","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Vitrofarma S.A. Under license from : Vitalis S.A.C.I."
"METOC5MGMLSOL3201033006430","METOCSOL325MGML","Metoclopramide , 5 mg/mL , Solution , VOMAINE , 60 mL Boston Round Amber bottle","Metoclopramide  SOLUTION  5 mg/mL","Vomaine","V0065","Metoclopramide","METOC","","","SOLUTION","SOL32","5 mg/mL","5MGML","Y","","","10/2/2012","13/12/2006","I","0","0","0","0","DR-XY32731","01033","60 mL Boston Round Amber bottle","","","0","0/0/0","","","Gland Pharm. Ltd."
"METOC5MGMLSOL3900532011012","METOCSOL395MGML","Metoclopramide , 5 mg/mL , Solution For Iinjection Im/Iv , CLOMETIDE , 2 mL USP Type I Amber ampul","Metoclopramide  SOLUTION FOR IINJECTION IM/IV  5 mg/mL","Clometide","C0175","Metoclopramide","METOC","","","SOLUTION FOR IINJECTION IM/IV","SOL39","5 mg/mL","5MGML","Y","","","10/11/2011","10/11/2006","I","0","0","0","0","DR-XY32552","00532","2 mL USP Type I Amber ampul","","","0","0/0/0","","","Caplin Point Lab. Ltd.- India"
