"caserate_code","caserate_desc","casetype","firstrate","firstpf","firsthosp","caseratecode"
"N04.3","Nephrotic syndrome: Diffuse mesangial proliferative glomerulonephritis","M","10000","3000","7000","CR0132"
"N04.4","Nephrotic syndrome: Diffuse endocapillary proliferative glomerulonephritis","M","10000","3000","7000","CR0132"
"N04.5","Nephrotic syndrome: Diffuse mesangiocapillary glomerulonephritis; Membranoproliferative glomerulonephritis, types 1 and 3, or NOS","M","10000","3000","7000","CR0132"
"N04.7","Nephrotic syndrome: Diffuse crescentic glomerulonephritis; Extracapillary glomerulonephritis","M","10000","3000","7000","CR0132"
"N04.8","Nephrotic syndrome: Other","M","10000","3000","7000","CR0132"
"N04.9","Nephrotic syndrome:Unspecified","M","10000","3000","7000","CR0132"
"N05.0","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Minor glomerular abnormality, minimal change lesion","M","10000","3000","7000","CR0132"
"N05.1","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Focal and segmental glomerular lesions (with focal and segmental hyalinosis; focal and segmental sclerosis) & Focal glomerulonephritis","M","10000","3000","7000","CR0132"
"N05.2","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Diffuse membranous glomerulonephritis","M","10000","3000","7000","CR0132"
"N05.3","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Diffuse mesangial proliferative glomerulonephritis","M","10000","3000","7000","CR0132"
"N05.4","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Diffuse endocapillary proliferative glomerulonephritis","M","10000","3000","7000","CR0132"
"N05.5","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Diffuse mesangiocapillary glomerulonephritis, Membranoproliferative glomerulonephritis, types 1 and 3, or NOS","M","10000","3000","7000","CR0132"
"N05.6","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Dense deposit disease Membranoproliferative glomerulonephritis, type 2","M","10000","3000","7000","CR0132"
"N05.7","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Diffuse crescentic glomerulonephritis, Extracapillary glomerulonephritis","M","10000","3000","7000","CR0132"
"N05.8","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Other (Proliferative glomerulonephritis NOS)","M","10000","3000","7000","CR0132"
"N05.9","Unspecified nephritic syndrome including Glomerular disease, Glomerulonephritis, Nephritis NOS with Unspecified renal biopsy","M","10000","3000","7000","CR0132"
"N06.0","Isolated proteinuria with specified morphological lesion with morphological lesion specified with Minor glomerular abnormality","M","10000","3000","7000","CR0132"
"N06.8","Isolated proteinuria with specified morphological lesion with Other (Proliferative glomerulonephritis NOS)","M","10000","3000","7000","CR0132"
"N06.9","Isolated proteinuria with specified morphological lesion with Unspecified renal biopsy","M","10000","3000","7000","CR0132"
"N07.0","Hereditary nephropathy, not elsewhere classified with Minor glomerular abnormality","M","10000","3000","7000","CR0132"
"N07.1","Hereditary nephropathy, not elsewhere classified with Focal and segmental glomerular lesions (with focal and segmental hyalinosis; focal and segmental sclerosis) & Focal glomerulonephritis","M","10000","3000","7000","CR0132"
"N07.2","Hereditary nephropathy, not elsewhere classified with Diffuse membranous glomerulonephritis","M","10000","3000","7000","CR0132"
"N07.3","Hereditary nephropathy, not elsewhere classified with Diffuse mesangial proliferative glomerulonephritis","M","10000","3000","7000","CR0132"
"N07.5","Hereditary nephropathy, not elsewhere classified with Diffuse mesangiocapillary glomerulonephritis, Membranoproliferative glomerulonephritis, types 1 and 3, or NOS","M","10000","3000","7000","CR0132"
"N07.9","Hereditary nephropathy, not elsewhere classified with Unspecified renal biopsy","M","10000","3000","7000","CR0132"
"N10","Acute tubulo-interstitial nephritis; pyelonephritis; Acute infectious interstitial nephritis; Acute pyelitis; Acute pyelonephritis","M","10000","3000","7000","CR0132"
"N11.0","Nonobstructive reflux-associated chronic pyelonephritis; Chronic Pyelonephritis associated with vesicoureteral reflux","M","10900","3270","7630","CR0277"
"N11.1","Chronic obstructive pyelonephritis; Chronic pyelonephritis associated with anomaly of [pelviureteric junction, pyeloureteric junction, ureter]; Chronic pyelonephritis associated with kinking of [pelviureteric junction, pyeloureteric junction, ureter]; Chr","M","10900","3270","7630","CR0277"
"N11.8","Other chronic tubulo-interstitial nephritis; Nonobstructive chronic pyelonephritis NOS","M","10900","3270","7630","CR0277"
"N11.9","Chronic tubulo-interstitial nephritis, unspecified; Chronic interstitial nephritis NOS; Chronic pyelitis NOS; Chronic pyelonephritis NOS","M","10000","3000","7000","CR0132"
"N12","Tubulo-interstitial nephritis, not specified as acute or chronic; Interstitial nephritis NOS; Pyelitis NOS; Pyelonephritis NOS","M","10000","3000","7000","CR0132"
"N13.0","Hydronephrosis with ureteropelvic junction obstruction","M","9700","2910","6790","CR0218"
"N13.1","Hydronephrosis with ureteral stricture, not elsewhere classified","M","9700","2910","6790","CR0218"
"N13.2","Hydronephrosis with renal and ureteral calculous obstruction","M","9700","2910","6790","CR0218"
"N13.3","Other and unspecified hydronephrosis","M","9700","2910","6790","CR0218"
"N13.4","Hydroureter","M","9700","2910","6790","CR0218"
"N13.5","Kinking and stricture of ureter without hydronephrosis","M","9700","2910","6790","CR0218"
"N13.6","Pyonephrosis; Conditions in N13.0-N13.5 with infection; Obstructive uropathy with infection","M","9700","2910","6790","CR0218"
"N13.7","Vesicoureteral-reflux-associated uropathy; Vesicoureteral reflux NOS; Vesicoureteral reflux with scarring","M","9700","2910","6790","CR0218"
"N13.8","Other obstructive and reflux uropathy","M","9700","2910","6790","CR0218"
"N13.9","Obstructive and reflux uropathy, unspecified; Urinary tract obstruction NOS","M","9700","2910","6790","CR0218"
"N14.0","Analgesic nephropathy","M","10000","3000","7000","CR0132"
"N14.1","Nephropathy induced by other drugs, medicaments and biological substances","M","10000","3000","7000","CR0132"
"N14.2","Nephropathy induced by unspecified drug, medicament or biological substance","M","10000","3000","7000","CR0132"
"N14.4","Toxic nephropathy, not elsewhere classified","M","10000","3000","7000","CR0132"
"N15.0","Balkan nephropathy; Balkan endemic nephropathy","M","10000","3000","7000","CR0132"
"N15.1","Renal and perinephric abscess","M","13900","4170","9730","CR0280"
"N15.8","Other specified renal tubulo-interstitial diseases","M","10000","3000","7000","CR0132"
"N15.9","Renal tubulo-interstitial disease, unspecified; Infection of kidney NOS","M","10000","3000","7000","CR0132"
"N17.0","Acute renal failure with tubular necrosis; Tubular necrosis NOS; Acute Tubular necrosis ; Renal Tubular necrosis","M","19300","5790","13510","CR0004"
"N17.1","Acute renal failure with acute cortical necrosis; Cortical necrosis NOS; Acute Cortical necrosis ; Renal Cortical necrosis","M","19300","5790","13510","CR0004"
"N17.2","Acute renal failure with medullary necrosis; Medullary papillary necrosis, NOS; Acute medullary papillary necrosis; Renal medullary papillary necrosis","M","19300","5790","13510","CR0004"
"N17.8","Other acute renal failure","M","19300","5790","13510","CR0004"
"N17.9","Acute renal failure, unspecified;","M","19300","5790","13510","CR0004"
"N18.0","End-stage renal disease","M","14500","4350","10150","CR0037"
"N18.8","Other chronic renal failure","M","14500","4350","10150","CR0037"
"N18.9","Chronic renal failure, unspecified; Uraemia NOS","M","14500","4350","10150","CR0037"
"N19","Unspecified renal failure","M","14500","4350","10150","CR0037"
"N25.0","Renal osteodystrophy; Azotaemic osteodystrophy; Phosphate-losing tubular disorders; Renal rickets; Renal short stature","M","9500","2850","6650","CR0234"
"N25.1","Nephrogenic diabetes insipidus","M","10100","3030","7070","CR0081"
"N25.8","Other disorders resulting from impaired renal tubular function; Lightwood-Albright syndrome; Renal tubular acidosis NOS; Secondary hyperparathyroidism of renal origin","M","9500","2850","6650","CR0234"
"N25.9","Disorder resulting from impaired renal tubular function, unspecified","M","9500","2850","6650","CR0234"
"N26","Unspecified contracted kidney; Atrophy of kidney (terminal); Renal sclerosis NOS","M","11300","3390","7910","CR0316"
"N27.0","Small kidney, unilateral","M","11300","3390","7910","CR0316"
"N27.1","Small kidney, bilateral","M","11300","3390","7910","CR0316"
"N27.9","Small kidney, unspecified","M","11300","3390","7910","CR0316"
"N28.0","Ischaemia and infarction of kidney; Embolism of renal artery; Obstruction of renal artery; Occlusion of renal artery; Thrombosis of renal artery; Renal infarct","M","9600","2880","6720","CR0279"
"N28.1","Cyst of kidney, acquired; Multiple cyst of kidney, acquired; Solitary cyst of kidney, acquired","M","9500","2850","6650","CR0234"
"N28.8","Other specified disorders of kidney and ureter; Hypertrophy of kidney, Megaloureter, Nephroptosis, Pyelitis cystica, Pyeloureteritis cystica, Ureteritis cystica, Ureterocele","M","11300","3390","7910","CR0316"
"N28.9","Disorder of kidney and ureter, unspecified; Nephropathy NOS; Renal disease NOS","M","11300","3390","7910","CR0316"
"N29.8*","Other disorders of kidney and ureter in other diseases classified elsewhere","M","11300","3390","7910","CR0316"
"N30.0","Acute cystitis","M","7500","2250","5250","CR0317"
"N30.1","Chronic Interstitial cystitis","M","7500","2250","5250","CR0317"
"N30.2","Other chronic cystitis","M","7500","2250","5250","CR0317"
"N30.3","Trigonitis; Urethrotrigonitis","M","7500","2250","5250","CR0317"
"N30.8","Other cystitis; Abscess of bladder","M","13900","4170","9730","CR0280"
"N30.9","Cystitis, unspecified","M","7500","2250","5250","CR0317"
"N31.0","Uninhibited neuropathic bladder, not elsewhere classified","M","9000","2700","6300","CR0019"
"N31.1","Reflex neuropathic bladder, not elsewhere classified","M","9000","2700","6300","CR0019"
"N31.2","Flaccid neuropathic bladder, not elsewhere classified; Atonic Motor Neuropathic bladder; Sensory Atonic Motor Neuropathic bladder; Autonomous Neuropathic bladder ; Nonreflex Neuropathic bladder","M","9000","2700","6300","CR0019"
"N31.8","Other neuromuscular dysfunction of bladder","M","9000","2700","6300","CR0019"
"N31.9","Neuromuscular dysfunction of bladder, unspecified; Neurogenic bladder dysfunction NOS","M","9000","2700","6300","CR0019"
"N32.9","Bladder disorder, unspecified","M","9000","2700","6300","CR0019"
"N34.0","Urethral abscess; Abscess of Cowper's gland; Abscess of Littré's gland; Periurethral Abscess ; Abscess of urethral gland","M","13900","4170","9730","CR0280"
"N39.0","Urinary tract infection, site not specified","M","7500","2250","5250","CR0317"
"N39.1","Persistent proteinuria, unspecified","M","10000","3000","7000","CR0132"
"N39.2","Orthostatic proteinuria, unspecified","M","10000","3000","7000","CR0132"
"N39.3","Stress incontinence","M","9000","2700","6300","CR0019"
"N39.4","Other specified urinary incontinence; Overflow incontinence, Reflex incontinence, Urge incontinence","M","9000","2700","6300","CR0019"
"N40","Hyperplasia of prostate; Adenofibromatous hypertrophy of prostate; Adenoma (benign)of prostate ; Enlargement of prostate (benign); Fibroadenoma of prostate; Fibroma of prostate; Hypertrophy of prostate (benign); Myoma of prostate; Median bar (prostate),","M","9200","2760","6440","CR0271"
"N41.0","Acute prostatitis","M","9200","2760","6440","CR0271"
"N41.1","Chronic prostatitis","M","9200","2760","6440","CR0271"
"N41.2","Abscess of prostate","M","9200","2760","6440","CR0271"
"N41.3","Prostatocystitis","M","9200","2760","6440","CR0271"
"N41.8","Other inflammatory diseases of prostate","M","9200","2760","6440","CR0271"
"N41.9","Inflammatory disease of prostate, unspecified; Prostatitis NOS","M","9200","2760","6440","CR0271"
"N42.0","Calculus of prostate; Prostatic stone","M","9200","2760","6440","CR0271"
"N42.1","Congestion and haemorrhage of prostate","M","9200","2760","6440","CR0271"
"N42.2","Atrophy of prostate","M","9200","2760","6440","CR0271"
"N42.8","Other specified disorders of prostate","M","9200","2760","6440","CR0271"
"N42.9","Disorder of prostate, unspecified","M","9200","2760","6440","CR0271"
"N45.0","Orchitis, epididymitis and epididymo-orchitis with abscess; Abscess of epididymis or testis","M","7900","2370","5530","CR0219"
"N45.9","Orchitis, epididymitis and epididymo-orchitis without abscess; Epididymitis NOS; Orchitis NOS","M","7900","2370","5530","CR0219"
"N47","Redundant prepuce, phimosis and paraphimosis; Adherent prepuce; Tight foreskin","M","6400","1920","4480","CR0229"
"N48.0","Leukoplakia of penis; Balanitis xerotica obliterans; Kraurosis of penis","M","9000","2700","6300","CR0152"
"N48.1","Balanoposthitis; Balanitis","M","9000","2700","6300","CR0152"
"N48.2","Other inflammatory disorders of penis; Abscess of corpus cavernosum and penis; Boil of corpus cavernosum and penis; Carbuncle of corpus cavernosum and penis; Cellulitis of corpus cavernosum and penis; Cavernitis (penis) of corpus cavernosum and penis","M","9000","2700","6300","CR0152"
"N48.5","Ulcer of penis","M","9000","2700","6300","CR0152"
"N48.6","Induratio penis plastica; Peyronie's disease; Plastic induration of penis","M","9000","2700","6300","CR0152"
"N48.8","Other specified disorders of penis; Atrophyof corpus cavernosum and penis ; Hypertrophy of corpus cavernosum and penis ; Thrombosis of corpus cavernosum and penis","M","6400","1920","4480","CR0229"
"N49.0","Inflammatory disorders of seminal vesicle; Vesiculitis NOS","M","9000","2700","6300","CR0152"
"N49.1","Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens; Vasitis","M","9000","2700","6300","CR0152"
"N49.2","Inflammatory disorders of scrotum","M","9000","2700","6300","CR0152"
"N49.8","Inflammatory disorders of other specified male genital organs; Inflammation of multiple sites in male genital organs","M","9000","2700","6300","CR0152"
"N49.9","Inflammatory disorder of unspecified male genital organ; Abscess of unspecified male genital organ; Boil of unspecified male genital organ; Carbuncle of unspecified male genital organ; Cellulitis of unspecified male genital organ","M","9000","2700","6300","CR0152"
"N50.0","Atrophy of testis","M","6400","1920","4480","CR0229"
"N50.1","Vascular disorders of male genital organs; Haematocele of male genital organs NOS; Haemorrhage of male genital organs;, Thrombosis of male genital organs","M","6400","1920","4480","CR0229"
"N50.8","Other specified disorders of male genital organs; Atrophy of scrotum, seminal vesicle, spermatic cord, testis [except atrophy], tunica vaginalis and vas deferens; Hypertrophy of scrotum, seminal vesicle, spermatic cord, testis [except atrophy], tunica vag","M","6400","1920","4480","CR0229"
"N61","Inflammatory disorders of breast; Acute abscess of non puerperal areola; Acute abscess nonpuerperal breast; Chronic abscess of nonpuerperal areola; Chronic abscess of nonpuerperal breast; Carbuncle of breast; Acute mastitis nonpuerperal, NOS; Acute inf","M","7900","2370","5530","CR0022"
"N70.0","Acute salpingitis and oophoritis","M","9000","2700","6300","CR0240"
"N70.1","Chronic salpingitis and oophoritis; Hydrosalpinx","M","9000","2700","6300","CR0240"
"N70.9","Salpingitis and oophoritis, unspecified","M","9000","2700","6300","CR0240"
"N71.0","Acute inflammatory disease of uterus","M","9000","2700","6300","CR0240"
"N71.1","Chronic inflammatory disease of uterus","M","9000","2700","6300","CR0240"
"N71.9","Inflammatory disease of uterus, unspecified","M","9000","2700","6300","CR0240"
"N72","Inflammatory disease of cervix uteri; Cervicitis with or without erosion or ectropion; Endocervicitis with or without erosion or ectropion; Exocervicitis with or without erosion or ectropion","M","9000","2700","6300","CR0240"
"N73.0","Acute parametritis and pelvic cellulitis; Acute abcess of broad ligament; Acute abscess of parametrium; Acute pelvic cellulitis, female","M","9000","2700","6300","CR0240"
"N73.1","Chronic parametritis and pelvic cellulitis","M","9000","2700","6300","CR0240"
"N73.2","Unspecified parametritis and pelvic cellulitis","M","9000","2700","6300","CR0240"
"N73.3","Female acute pelvic peritonitis","M","9000","2700","6300","CR0240"
"N73.4","Female chronic pelvic peritonitis","M","9000","2700","6300","CR0240"
"N73.5","Female pelvic peritonitis, unspecified","M","9000","2700","6300","CR0240"
"N73.6","Female pelvic peritoneal adhesions","M","9000","2700","6300","CR0240"
"N73.8","Other specified female pelvic inflammatory diseases","M","9000","2700","6300","CR0240"
"N73.9","Female pelvic inflammatory disease, unspecified; Female pelvic infection or inflammation NOS","M","9000","2700","6300","CR0240"
"N74.8*","Female pelvic inflammatory disorders in other diseases classified elsewhere","M","9000","2700","6300","CR0240"
"N80.0","Endometriosis of uterus; Adenomyosis","M","7700","2310","5390","CR0119"
"N80.1","Endometriosis of ovary","M","7700","2310","5390","CR0119"
"N80.2","Endometriosis of fallopian tube","M","7700","2310","5390","CR0119"
"N80.3","Endometriosis of pelvic peritoneum","M","7700","2310","5390","CR0119"
"N80.4","Endometriosis of rectovaginal septum and vagina","M","7700","2310","5390","CR0119"
"N80.5","Endometriosis of intestine","M","7700","2310","5390","CR0119"
"N80.8","Other endometriosis","M","7700","2310","5390","CR0119"
"N80.9","Endometriosis, unspecified","M","7700","2310","5390","CR0119"
"N82.0","Vesicovaginal fistula","M","7800","2340","5460","CR0228"
"N83.0","Follicular cyst of ovary; Cyst of graafian follicle; Haemorrhagic follicular cyst of ovary","M","7800","2340","5460","CR0228"
"N83.1","Corpus luteum cyst; Haemorrhagic corpus luteum cyst","M","7800","2340","5460","CR0239"
"N83.2","Other and unspecified ovarian cysts; Retention of ovary; Simple cyst of ovary","M","7900","2370","5530","CR0239"
"N83.3","Acquired atrophy of ovary and fallopian tube","M","7800","2340","5460","CR0228"
"N83.6","Haematosalpinx","M","7800","2340","5460","CR0228"
"N83.7","Haematoma of broad ligament","M","7800","2340","5460","CR0228"
"N83.8","Other noninflammatory disorders of ovary, fallopian tube and broad ligament; Broad ligament laceration syndrome [Allen-Masters]","M","8500","2550","5950","CR0215"
"N83.9","Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified","M","8500","2550","5950","CR0215"
"N84.0","Polyp of corpus uteri; Polyp of endometrium; Polyp of uterus NOS","M","5200","1560","3640","CR0266"
"N84.1","Polyp of cervix uteri; Mucous polyp of cervix","M","5200","1560","3640","CR0266"
"N84.2","Polyp of vagina","M","5200","1560","3640","CR0266"
"N84.3","Polyp of vulva; Polyp of labia","M","5200","1560","3640","CR0266"
"N84.8","Polyp of other parts of female genital tract","M","5200","1560","3640","CR0266"
"N84.9","Polyp of female genital tract, unspecified","M","5200","1560","3640","CR0266"
"N85.7","Haematometra; Haematosalpinx with haematometra","M","7800","2340","5460","CR0228"
"N85.8","Other specified noninflammatory disorders of uterus; Atrophy of uterus, acquired; Fibrosis of uterus NOS","M","8500","2550","5950","CR0215"
"N85.9","Noninflammatory disorder of uterus, unspecified; Disorder of uterus NOS","M","8500","2550","5950","CR0215"
"N89.7","Haematocolpos; Haematocolpos with haematometra or haematosalpinx","M","7800","2340","5460","CR0228"
"N91.0","Primary amenorrhoea; Failure to start menstruation at puberty.","M","6600","1980","4620","CR0197"
"N91.1","Secondary amenorrhoea; Absence of menstruation in a woman who had previously menstruated.","M","6600","1980","4620","CR0197"
"N91.2","Amenorrhoea, unspecified; Absence of menstruation NOS","M","6600","1980","4620","CR0197"
"N91.5","Oligomenorrhoea, unspecified; Hypomenorrhoea NOS","M","6600","1980","4620","CR0197"
"N92.0","Excessive and frequent menstruation with regular cycle; Heavy periods NOS; Menorrhagia NOS; Polymenorrhoea","M","6600","1980","4620","CR0197"
"N92.1","Excessive and frequent menstruation with irregular cycle; Irregular intermenstrual bleeding; Irregular, shortened intervals between menstrual bleeding; Menometrorrhagia; Metrorrhagia","M","6600","1980","4620","CR0197"
"N92.2","Excessive menstruation at puberty; Excessive bleeding associated with onset of menstrual periods; Pubertal menorrhagia; Puberty bleeding","M","6600","1980","4620","CR0197"
"N92.3","Ovulation bleeding; Regular intermenstrual bleeding","M","6600","1980","4620","CR0197"
"N92.4","Excessive bleeding in the premenopausal period; Climateric menorrhagia or metrorrhagia; Menopausal menorrhagia or metrorrhagia; Preclimateric menorrhagia or metrorrhagia; Premenopausal menorrhagia or metrorrhagia","M","6600","1980","4620","CR0197"
"N92.5","Other specified irregular menstruation","M","6600","1980","4620","CR0197"
"N92.6","Irregular menstruation, unspecified; Irregular bleeding NOS; Irregular periods NOS","M","6600","1980","4620","CR0197"
"N93.0","Postcoital and contact bleeding","M","6600","1980","4620","CR0197"
"N93.8","Other specified abnormal uterine and vaginal bleeding; Dysfunctional or functional uterine or vaginal bleeding NOS","M","6600","1980","4620","CR0197"
"N93.9","Abnormal uterine and vaginal bleeding, unspecified","M","6600","1980","4620","CR0197"
"N94.0","Mittelschmerz","M","4800","1440","3360","CR0241"
"N94.1","Dyspareunia","M","4800","1440","3360","CR0241"
"N94.2","Vaginismus","M","4800","1440","3360","CR0241"
"N94.3","Premenstrual tension syndrome","M","4800","1440","3360","CR0241"
"N94.4","Primary dysmenorrhoea","M","4800","1440","3360","CR0241"
"N94.5","Secondary dysmenorrhoea","M","4800","1440","3360","CR0241"
"N94.6","Dysmenorrhoea, unspecified","M","4800","1440","3360","CR0241"
"N94.8","Other specified conditions associated with female genital organs and menstrual cycle","M","6600","1980","4620","CR0197"
"N94.9","Unspecified condition associated with female genital organs and menstrual cycle","M","6600","1980","4620","CR0197"
"N95.0","Postmenopausal bleeding","M","6000","1800","4200","CR0098"
"N99.0","Postprocedural renal failure","M","10300","3090","7210","CR0269"
"N99.1","Postprocedural urethral stricture; Postcatheterization urethral stricture","M","10300","3090","7210","CR0269"
"N99.4","Postprocedural pelvic peritoneal adhesions","M","10300","3090","7210","CR0269"
"N99.8","Other postprocedural disorders of genitourinary system; Residual ovary syndrome","M","10300","3090","7210","CR0269"
"N99.9","Postprocedural disorder of genitourinary system, unspecified","M","10300","3090","7210","CR0269"
"NSD01","ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE, VAGINAL DELIVERY AND/OR POSTPARTUM CARE (NORMAL SPONTANEOUS DELIVERY PACKAGE) FOR HOSPITALS","","6500","2600","3900","CR4651"
"O00.0","Abdominal pregnancy","M","7800","2340","5460","CR0115"
"O00.1","Tubal pregnancy; Fallopian pregnancy; Rupture of fallopian tube due to pregnancy","M","7800","2340","5460","CR0115"
"O00.2","Ovarian pregnancy","M","7800","2340","5460","CR0115"
"O00.8","Other ectopic pregnancy; Cervical pregnancy; Cornual pregnancy; Intraligamentous pregnancy; Mural pregnancy","M","7800","2340","5460","CR0115"
"O00.9","Ectopic pregnancy, unspecified","M","7800","2340","5460","CR0115"
"O01.0","Classical hydatidiform mole; Complete hydatidiform mole","M","6600","1980","4620","CR0145"
"O01.1","Incomplete and partial hydatidiform mole","M","6600","1980","4620","CR0145"
"O01.9","Hydatidiform mole, unspecified; Trophoblastic disease NOS; Vesicular mole NOS","M","6600","1980","4620","CR0145"
"O02.0","Blighted ovum and nonhydatidiform mole; Carneous mole; Fleshy mole; Intrauterine mole NOS; Pathological ovum","M","5000","1500","3500","CR0201"
"O02.1","Missed abortion; Early fetal death with retention of dead fetus","M","5000","1500","3500","CR0201"
"O02.8","Other specified abnormal products of conception","M","5000","1500","3500","CR0201"
"O02.9","Abnormal product of conception, unspecified","M","5000","1500","3500","CR0201"
"O03.0","Spontaneous abortion, incomplete, complicated by Genital tract and pelvic infection with Genital tract and pelvic infection following abortion and ectopic and molar pregnancy; Endometritis; Oophoritis; Parametritis; Pelvic peritonitis; Salpingitis; Salpin","M","6900","2070","4830","CR0202"
"O03.1","Spontaneous abortion, incomplete, complicated Delayed or excessive haemorrhage with Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy; Afibrinogenaemia; Defibrination syndrome; Intravascular coagulation","M","6900","2070","4830","CR0202"
"O03.2","Spontaneous abortion, incomplete, complicated by Embolism with Embolism NOS or Air embolism or Amniotic fluid embolism or Blood-clot embolism or Pulmonary embolism or Pyaemic embolism or Septic or septicopyaemic embolism or Soap embolism","M","6900","2070","4830","CR0202"
"O03.3","Spontaneous abortion, incomplete, with other and unspecified complications with Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and molar pregnancy; Oliguri","M","6900","2070","4830","CR0202"
"O03.4","Spontaneous abortion, incomplete, without complication","M","5000","1500","3500","CR0201"
"O03.5","Spontaneous abortion, complete, complicated by Genital tract and pelvic infection with Genital tract and pelvic infection following abortion and ectopic and molar pregnancy; Endometritis; Oophoritis; Parametritis; Pelvic peritonitis; Salpingitis; Salpingo","M","6900","2070","4830","CR0202"
"O03.6","Spontaneous abortion, complete or unspecified, complicated Delayed or excessive haemorrhage with Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy; Afibrinogenaemia; Defibrination syndrome; Intravascular coagulation","M","6900","2070","4830","CR0202"
"O03.7","Spontaneous abortion, complete or unspecified, with other complicated by Embolism with Embolism following abortion and ectopic and molar pregnancy; Embolism NOS; Air embolism; Amniotic fluid embolism; Blood-clot embolism; Pulmonary embolism; Pyaemic embo","M","6900","2070","4830","CR0202"
"O03.8","Spontaneous abortion, complete or unspecified, with other and unspecified complications with Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and molar preg","M","6900","2070","4830","CR0202"
"O03.9","Spontaneous abortion, complete or unspecified, without complication","M","5000","1500","3500","CR0201"
"O05.0","Other abortion, incomplete, complicated by Genital tract and pelvic infection with Endometritis and/or Oophoritis and/or Parametritis and/or Pelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or Sepsis and/or Septic shock and/or Septicae","M","6900","2070","4830","CR0202"
"O05.1","Other abortion, incomplete, complicated Delayed or excessive haemorrhage with Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy; Afibrinogenaemia; Defibrination syndrome; Intravascular coagulation","M","6900","2070","4830","CR0202"
"O05.4","Other abortion, incomplete, without complication","M","5000","1500","3500","CR0201"
"O05.8","Other abortion, complete, with other and unspecified complications with Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and molar pregnancy; Oliguria Acute","M","6900","2070","4830","CR0202"
"O05.9","Other abortion, complete or unspecified, without complication","M","5000","1500","3500","CR0201"
"O06.0","Unspecified abortion or induced abortion NOS, incomplete, complicated by Genital tract and pelvic infection with Endometritis and/or Oophoritis and/or Parametritis and/or Pelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or Sepsis and/","M","6900","2070","4830","CR0202"
"O06.1","Unspecified abortion or induced abortion NOS, incomplete, complicated Delayed or excessive haemorrhage with Afibrinogenaemia or Defibrination syndrome or Intravascular coagulation","M","6900","2070","4830","CR0202"
"O06.2","Unspecified abortion or induced abortion NOS, incomplete, complicated by Embolism or Embolism NOS with Air embolism or Amniotic fluid embolism or Blood-clot embolism or Pulmonary embolism or Pyaemic embolism or Septic or septicopyaemic embolism or Soap e","M","6900","2070","4830","CR0202"
"O06.3","Unspecified abortion or induced abortion NOS, incomplete, with other and unspecified complications with Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and","M","6900","2070","4830","CR0202"
"O06.4","Unspecified abortion or induced abortion NOS, incomplete, without complication","M","5000","1500","3500","CR0201"
"O06.5","Unspecified abortion or induced abortion NOS, complete, or unspecified, complicated by Genital tract and pelvic infection or Endometritis and/or Oophoritis and/or Parametritis and/or Pelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or","M","6900","2070","4830","CR0202"
"O06.6","Unspecified abortion or induced abortion NOS, complete, complicated by Delayed or excessive haemorrhage or Afibrinogenaemia or Defibrination syndrome or Intravascular coagulation","M","6900","2070","4830","CR0202"
"O06.7","Unspecified abortion or induced abortion NOS, complete, complicated by Embolism or Embolism NOS or Air embolism or Amniotic fluid embolism or Blood-clot embolism or Pulmonary embolism or Pyaemic embolism or Septic or septicopyaemic embolism or Soap emboli","M","6900","2070","4830","CR0202"
"O06.8","Unspecified abortion or induced abortion NOS, complete, with other and unspecified complications with Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and m","M","6900","2070","4830","CR0202"
"O06.9","Unspecified abortion or induced abortion NOS, complete or unspecified, without complication","M","5000","1500","3500","CR0201"
